OrderID,OrderDate,ShipDate,CustomerID,ProductID,Quantity,Sales,Discount,Profit,Region
US-2016-135720,12-11-2016,13-12-2016,FM-14380,TEC-PH-10002103,4,301,0.20,30,West
CA-2017-144694,24-09-2017,26-09-2017,BD-11605,TEC-AC-10002857,3,18,0.20,2,South
CA-2017-144694,24-09-2017,26-09-2017,BD-11605,OFF-LA-10003930,3,236,0.20,86,South
CA-2015-168004,10-04-2015,10-09-2015,DJ-13420,FUR-CH-10001482,3,393,0.00,43,South
US-2016-123470,15-08-2016,21-08-2016,ME-17725,OFF-BI-10001989,3,19,0.70,-14,West
US-2016-123470,15-08-2016,21-08-2016,ME-17725,OFF-AP-10003287,3,122,0.20,12,West
CA-2016-115917,20-05-2016,25-05-2016,RB-19465,FUR-FU-10000576,5,1049,0.00,273,West
CA-2016-115917,20-05-2016,25-05-2016,RB-19465,OFF-BI-10004728,4,15,0.20,5,West
CA-2016-147067,18-12-2016,22-12-2016,JD-16150,FUR-FU-10000732,3,19,0.00,6,Central
CA-2017-167913,30-07-2017,08-03-2017,JL-15835,OFF-ST-10000585,2,330,0.00,86,West
CA-2017-167913,30-07-2017,08-03-2017,JL-15835,OFF-LA-10002787,7,26,0.00,13,West
CA-2017-106103,06-10-2017,15-06-2017,SC-20305,TEC-AC-10003832,4,133,0.00,54,Central
US-2017-127719,21-07-2017,25-07-2017,TW-21025,OFF-PA-10001934,1,6,0.00,3,East
CA-2017-126221,30-12-2017,01-05-2018,CC-12430,OFF-AP-10002457,2,209,0.00,57,Central
CA-2016-103947,04-01-2016,04-08-2016,BB-10990,OFF-FA-10003112,5,32,0.20,10,West
CA-2016-103947,04-01-2016,04-08-2016,BB-10990,OFF-AP-10002350,2,30,0.20,3,West
CA-2016-160745,12-11-2016,16-12-2016,AR-10825,FUR-FU-10001935,4,15,0.00,6,West
CA-2016-160745,12-11-2016,16-12-2016,AR-10825,TEC-PH-10003273,3,302,0.20,23,West
CA-2016-160745,12-11-2016,16-12-2016,AR-10825,TEC-AC-10001142,4,316,0.00,32,West
CA-2016-132661,23-10-2016,29-10-2016,SR-20740,OFF-PA-10000482,10,379,0.00,178,East
CA-2017-140844,19-06-2017,23-06-2017,AR-10405,OFF-PA-10003892,2,98,0.00,46,East
CA-2017-140844,19-06-2017,23-06-2017,AR-10405,TEC-AC-10001101,8,103,0.00,10,East
CA-2016-137239,22-08-2016,28-08-2016,CR-12730,OFF-AP-10002439,2,114,0.20,9,East
CA-2016-137239,22-08-2016,28-08-2016,CR-12730,OFF-BI-10002827,2,3,0.70,-3,East
CA-2016-137239,22-08-2016,28-08-2016,CR-12730,OFF-EN-10002230,2,134,0.20,45,East
US-2016-156097,19-09-2016,19-09-2016,EH-14125,FUR-CH-10001215,2,701,0.30,-50,Central
US-2016-156097,19-09-2016,19-09-2016,EH-14125,OFF-BI-10004654,2,2,0.80,-3,Central
CA-2015-146563,24-08-2015,28-08-2015,CB-12025,OFF-ST-10001490,7,999,0.20,125,Central
CA-2015-146563,24-08-2015,28-08-2015,CB-12025,OFF-ST-10001511,14,724,0.20,-136,Central
CA-2015-146563,24-08-2015,28-08-2015,CB-12025,FUR-TA-10001768,5,919,0.30,-118,Central
CA-2015-146563,24-08-2015,28-08-2015,CB-12025,OFF-BI-10003981,3,3,0.80,-4,Central
CA-2016-123666,26-03-2016,30-03-2016,SP-20545,OFF-ST-10001522,5,460,0.00,18,East
CA-2016-143308,11-04-2016,11-04-2016,RC-19825,OFF-FA-10000621,3,11,0.00,5,South
CA-2017-132682,06-08-2017,06-10-2017,TH-21235,OFF-SU-10004231,3,24,0.20,2,Central
CA-2017-132682,06-08-2017,06-10-2017,TH-21235,OFF-PA-10000474,3,85,0.20,29,Central
CA-2017-132682,06-08-2017,06-10-2017,TH-21235,TEC-PH-10004042,3,382,0.20,29,Central
CA-2014-156314,24-12-2014,26-12-2014,RP-19390,FUR-FU-10003096,5,30,0.20,9,East
US-2017-106663,06-09-2017,13-06-2017,MO-17800,FUR-FU-10002759,3,24,0.60,-14,Central
US-2017-106663,06-09-2017,13-06-2017,MO-17800,FUR-TA-10000688,1,109,0.50,-72,Central
US-2017-106663,06-09-2017,13-06-2017,MO-17800,OFF-PA-10002377,8,36,0.20,11,Central
CA-2017-111178,15-06-2017,22-06-2017,TD-20995,OFF-AR-10001954,5,20,0.20,2,Central
CA-2017-130351,12-05-2017,12-08-2017,RB-19570,OFF-AP-10004532,3,61,0.00,17,Central
CA-2017-130351,12-05-2017,12-08-2017,RB-19570,OFF-PA-10002137,5,39,0.00,18,Central
CA-2017-130351,12-05-2017,12-08-2017,RB-19570,TEC-AC-10003832,3,99,0.00,41,Central
US-2017-119438,18-03-2017,23-03-2017,CD-11980,OFF-AP-10000804,3,3,0.80,-7,Central
US-2017-119438,18-03-2017,23-03-2017,CD-11980,TEC-AC-10003614,3,28,0.20,5,Central
US-2017-119438,18-03-2017,23-03-2017,CD-11980,FUR-FU-10003553,3,83,0.60,-41,Central
US-2017-119438,18-03-2017,23-03-2017,CD-11980,OFF-BI-10004632,3,183,0.80,-320,Central
CA-2016-164511,19-11-2016,24-11-2016,DJ-13630,OFF-BI-10003305,3,14,0.20,5,East
CA-2016-164511,19-11-2016,24-11-2016,DJ-13630,OFF-ST-10002583,2,65,0.00,3,East
CA-2016-164511,19-11-2016,24-11-2016,DJ-13630,OFF-ST-10004507,4,69,0.00,19,East
US-2017-168116,11-04-2017,11-04-2017,GT-14635,TEC-MA-10004125,4,8000,0.50,-3840,South
US-2017-168116,11-04-2017,11-04-2017,GT-14635,OFF-AP-10002457,2,167,0.20,15,South
CA-2014-157784,07-05-2014,07-08-2014,MC-17845,TEC-AC-10003911,3,480,0.00,163,South
CA-2014-157784,07-05-2014,07-08-2014,MC-17845,OFF-LA-10001934,2,15,0.00,7,South
CA-2014-157784,07-05-2014,07-08-2014,MC-17845,OFF-PA-10000304,3,19,0.00,9,South
CA-2017-161480,25-12-2017,29-12-2017,RA-19285,FUR-BO-10004015,2,192,0.20,5,East
US-2014-117135,21-06-2014,23-06-2014,NP-18325,FUR-FU-10004071,1,104,0.00,15,South
US-2014-117135,21-06-2014,23-06-2014,NP-18325,TEC-PH-10002033,1,285,0.00,74,South
US-2014-117135,21-06-2014,23-06-2014,NP-18325,OFF-ST-10002444,3,37,0.00,10,South
CA-2015-131534,28-03-2015,04-02-2015,AB-10165,TEC-AC-10002253,1,166,0.00,25,West
CA-2015-131534,28-03-2015,04-02-2015,AB-10165,OFF-PA-10000743,5,33,0.00,16,West
CA-2015-119291,14-05-2015,17-05-2015,JO-15550,OFF-AR-10003373,8,198,0.20,17,East
CA-2015-119291,14-05-2015,17-05-2015,JO-15550,OFF-LA-10002312,4,47,0.20,18,East
CA-2015-119291,14-05-2015,17-05-2015,JO-15550,OFF-EN-10000927,7,201,0.20,63,East
CA-2015-119291,14-05-2015,17-05-2015,JO-15550,OFF-LA-10003510,4,98,0.20,32,East
CA-2015-119291,14-05-2015,17-05-2015,JO-15550,OFF-AR-10001118,1,3,0.20,1,East
CA-2015-119291,14-05-2015,17-05-2015,JO-15550,OFF-BI-10001575,2,19,0.70,-14,East
CA-2015-119291,14-05-2015,17-05-2015,JO-15550,OFF-BI-10001982,3,5,0.70,-3,East
CA-2017-114552,09-02-2017,09-08-2017,Dl-13600,FUR-FU-10002960,3,15,0.20,4,East
CA-2016-163755,11-04-2016,11-08-2016,AS-10285,FUR-FU-10003394,3,210,0.00,36,West
CA-2015-142027,04-09-2015,14-04-2015,JK-15370,FUR-TA-10002774,3,370,0.20,-14,West
CA-2014-138527,09-12-2014,17-09-2014,BN-11470,OFF-PA-10001800,2,10,0.20,4,South
CA-2014-138527,09-12-2014,17-09-2014,BN-11470,OFF-AP-10001469,5,167,0.20,19,South
CA-2014-138527,09-12-2014,17-09-2014,BN-11470,TEC-AC-10002399,1,15,0.20,2,South
CA-2014-112158,12-02-2014,12-04-2014,DP-13165,TEC-AC-10003628,4,120,0.00,53,East
CA-2014-112158,12-02-2014,12-04-2014,DP-13165,FUR-BO-10003272,5,884,0.20,-110,East
CA-2014-112158,12-02-2014,12-04-2014,DP-13165,OFF-BI-10000050,8,47,0.20,16,East
CA-2014-113887,04-05-2014,04-07-2014,TH-21550,OFF-PA-10004071,1,55,0.00,27,East
CA-2017-146136,09-03-2017,09-07-2017,AP-10915,OFF-EN-10001219,4,24,0.20,9,South
US-2017-100048,19-05-2017,24-05-2017,RS-19765,OFF-AP-10001154,6,281,0.00,110,East
US-2017-100048,19-05-2017,24-05-2017,RS-19765,TEC-PH-10003012,2,308,0.00,89,East
US-2017-100048,19-05-2017,24-05-2017,RS-19765,TEC-AC-10001606,3,300,0.00,114,East
CA-2014-153150,07-01-2014,07-06-2014,Dl-13600,OFF-BI-10003355,5,20,0.20,7,West
CA-2014-130092,01-11-2014,14-01-2014,SV-20365,FUR-FU-10000010,2,10,0.00,3,East
CA-2017-108910,24-09-2017,29-09-2017,KC-16540,FUR-FU-10002253,3,103,0.20,24,East
CA-2014-104472,06-02-2014,06-07-2014,CK-12325,OFF-BI-10001658,3,60,0.20,19,West
CA-2014-104472,06-02-2014,06-07-2014,CK-12325,FUR-FU-10000246,6,73,0.00,22,West
CA-2016-112942,13-02-2016,18-02-2016,RD-19810,OFF-PA-10004092,3,147,0.00,73,West
CA-2016-142335,15-12-2016,19-12-2016,MP-17965,FUR-TA-10000198,3,1653,0.00,231,Central
CA-2016-142335,15-12-2016,19-12-2016,MP-17965,OFF-ST-10000036,3,296,0.00,80,Central
CA-2014-117429,10-07-2014,13-10-2014,MR-17545,FUR-FU-10000222,5,130,0.20,21,East
CA-2016-114713,07-07-2016,07-12-2016,SC-20695,OFF-SU-10004664,7,46,0.20,5,South
CA-2017-144113,16-09-2017,20-09-2017,JF-15355,OFF-EN-10001141,2,18,0.20,6,Central
CA-2017-144113,16-09-2017,20-09-2017,JF-15355,TEC-PH-10002170,1,56,0.20,6,Central
US-2016-150861,12-03-2016,12-06-2016,EG-13900,OFF-PA-10001954,8,183,0.00,84,East
US-2016-150861,12-03-2016,12-06-2016,EG-13900,FUR-TA-10002228,2,400,0.40,-153,East
US-2016-150861,12-03-2016,12-06-2016,EG-13900,OFF-ST-10004634,3,34,0.00,10,East
US-2016-150861,12-03-2016,12-06-2016,EG-13900,FUR-CH-10002965,3,543,0.10,102,East
US-2016-150861,12-03-2016,12-06-2016,EG-13900,OFF-LA-10001317,2,6,0.00,3,East
CA-2017-131954,21-01-2017,25-01-2017,DS-13030,OFF-ST-10000736,3,243,0.00,10,West
CA-2017-131954,21-01-2017,25-01-2017,DS-13030,TEC-AC-10003610,3,180,0.00,86,West
CA-2017-131954,21-01-2017,25-01-2017,DS-13030,OFF-BI-10003982,6,100,0.20,34,West
CA-2017-131954,21-01-2017,25-01-2017,DS-13030,OFF-BI-10003291,4,28,0.20,9,West
CA-2017-131954,21-01-2017,25-01-2017,DS-13030,FUR-BO-10001619,1,85,0.00,19,West
CA-2017-131954,21-01-2017,25-01-2017,DS-13030,OFF-BI-10000138,5,19,0.20,7,West
CA-2014-132500,09-08-2014,09-12-2014,GZ-14470,TEC-AC-10001383,2,50,0.00,8,West
CA-2014-112326,01-04-2014,01-08-2014,PO-19195,OFF-LA-10003223,3,12,0.20,4,Central
CA-2014-112326,01-04-2014,01-08-2014,PO-19195,OFF-ST-10002743,3,273,0.20,-65,Central
CA-2014-112326,01-04-2014,01-08-2014,PO-19195,OFF-BI-10004094,2,4,0.80,-5,Central
US-2016-146710,27-08-2016,09-01-2016,SS-20875,OFF-SU-10004498,5,52,0.20,-11,Central
US-2016-146710,27-08-2016,09-01-2016,SS-20875,OFF-PA-10002615,1,4,0.20,1,Central
US-2016-146710,27-08-2016,09-01-2016,SS-20875,OFF-PA-10004971,1,5,0.20,2,Central
US-2016-146710,27-08-2016,09-01-2016,SS-20875,OFF-SU-10004261,4,55,0.20,6,Central
CA-2014-124429,27-05-2014,27-05-2014,MH-17785,FUR-TA-10002607,10,567,0.20,-28,West
CA-2014-124429,27-05-2014,27-05-2014,MH-17785,OFF-ST-10001809,4,359,0.00,7,West
CA-2016-150889,20-03-2016,22-03-2016,PB-19105,TEC-PH-10000004,1,12,0.20,1,Central
CA-2017-126074,10-02-2017,10-06-2017,RF-19735,OFF-BI-10003638,3,58,0.00,27,Central
CA-2017-126074,10-02-2017,10-06-2017,RF-19735,FUR-FU-10003577,11,158,0.00,57,Central
CA-2017-126074,10-02-2017,10-06-2017,RF-19735,OFF-AR-10003478,7,57,0.00,23,Central
CA-2017-126074,10-02-2017,10-06-2017,RF-19735,OFF-BI-10000546,1,3,0.00,1,Central
CA-2016-110499,04-07-2016,04-09-2016,YC-21895,TEC-CO-10002095,3,1200,0.20,375,West
CA-2015-135272,12-07-2015,12-12-2015,MS-17830,FUR-FU-10002759,4,80,0.00,29,West
CA-2016-140928,18-09-2016,22-09-2016,NB-18655,FUR-TA-10001095,4,383,0.45,-167,South
CA-2014-106803,29-12-2014,01-02-2015,DC-13285,OFF-ST-10002444,2,25,0.00,7,Central
CA-2014-106803,29-12-2014,01-02-2015,DC-13285,TEC-AC-10001267,4,120,0.00,48,Central
CA-2017-117240,23-07-2017,28-07-2017,CP-12340,OFF-BI-10000848,3,13,0.20,4,East
CA-2017-133333,18-09-2017,22-09-2017,BF-11020,OFF-PA-10002377,4,23,0.00,10,Central
CA-2015-112319,31-08-2015,09-05-2015,AR-10510,OFF-PA-10003441,9,58,0.00,28,West
CA-2017-126046,11-03-2017,11-07-2017,JC-16105,OFF-LA-10004484,3,12,0.00,6,South
CA-2015-114923,02-08-2015,13-02-2015,LH-17020,TEC-PH-10003931,3,108,0.40,-27,East
CA-2014-162775,13-01-2014,15-01-2014,CS-12250,OFF-EN-10001990,2,11,0.00,5,South
CA-2014-162775,13-01-2014,15-01-2014,CS-12250,OFF-EN-10001532,3,51,0.00,25,South
CA-2014-162775,13-01-2014,15-01-2014,CS-12250,TEC-AC-10003174,6,647,0.00,259,South
CA-2014-162775,13-01-2014,15-01-2014,CS-12250,OFF-BI-10004187,3,6,0.00,3,South
CA-2014-162775,13-01-2014,15-01-2014,CS-12250,OFF-ST-10000025,6,573,0.00,34,South
CA-2014-106810,14-05-2014,20-05-2014,AJ-10795,FUR-FU-10004306,2,311,0.20,23,South
CA-2016-157245,19-05-2016,24-05-2016,LE-16810,FUR-CH-10003746,2,642,0.00,180,South
CA-2017-104220,30-01-2017,02-05-2017,BV-11245,OFF-BI-10001036,2,18,0.00,9,Central
CA-2017-104220,30-01-2017,02-05-2017,BV-11245,TEC-PH-10004614,3,207,0.00,52,Central
CA-2017-104220,30-01-2017,02-05-2017,BV-11245,OFF-BI-10000301,5,32,0.00,16,Central
CA-2017-104220,30-01-2017,02-05-2017,BV-11245,OFF-BI-10003910,1,8,0.00,3,Central
CA-2017-104220,30-01-2017,02-05-2017,BV-11245,OFF-AR-10004648,2,40,0.00,11,Central
CA-2017-104220,30-01-2017,02-05-2017,BV-11245,FUR-FU-10002597,7,35,0.00,15,Central
CA-2014-165974,29-06-2014,07-06-2014,DL-12865,OFF-AR-10003405,7,33,0.20,4,East
CA-2015-144267,21-08-2015,23-08-2015,NZ-18565,FUR-CH-10002335,3,544,0.20,41,West
CA-2015-144267,21-08-2015,23-08-2015,NZ-18565,OFF-PA-10000157,3,60,0.00,28,West
CA-2015-144267,21-08-2015,23-08-2015,NZ-18565,OFF-PA-10001947,4,24,0.00,12,West
CA-2015-144267,21-08-2015,23-08-2015,NZ-18565,OFF-PA-10003657,1,4,0.00,2,West
US-2015-157014,10-03-2015,10-06-2015,BM-11785,OFF-BI-10001098,5,32,0.70,-22,East
US-2015-157014,10-03-2015,10-06-2015,BM-11785,TEC-AC-10002167,2,24,0.20,-3,East
US-2015-157014,10-03-2015,10-06-2015,BM-11785,FUR-BO-10004409,1,35,0.50,-16,East
US-2015-157014,10-03-2015,10-06-2015,BM-11785,TEC-AC-10000057,2,48,0.20,1,East
CA-2015-154921,23-05-2015,28-05-2015,EA-14035,OFF-EN-10000056,3,187,0.00,88,South
CA-2017-129567,17-03-2017,21-03-2017,CL-12565,OFF-BI-10000014,2,17,0.20,6,West
CA-2015-154620,12-12-2015,16-12-2015,LT-17110,FUR-CH-10004675,2,349,0.20,35,West
CA-2015-115938,26-06-2015,30-06-2015,SA-20830,OFF-BI-10001543,4,144,0.00,69,South
CA-2015-115938,26-06-2015,30-06-2015,SA-20830,OFF-ST-10001321,1,15,0.00,4,South
CA-2015-115938,26-06-2015,30-06-2015,SA-20830,OFF-BI-10001132,8,43,0.00,21,South
CA-2015-115938,26-06-2015,30-06-2015,SA-20830,FUR-CH-10003199,3,333,0.00,80,South
CA-2016-105256,20-05-2016,20-05-2016,JK-15730,TEC-PH-10001530,5,1364,0.20,85,South
CA-2014-156433,20-09-2014,26-09-2014,ES-14020,OFF-LA-10001569,2,10,0.00,5,West
CA-2014-156433,20-09-2014,26-09-2014,ES-14020,OFF-PA-10003724,4,22,0.00,11,West
CA-2017-151428,21-09-2017,26-09-2017,RH-19495,OFF-BI-10000546,7,20,0.00,10,Central
CA-2015-124653,24-12-2015,26-12-2015,DB-13120,OFF-PA-10000176,7,133,0.00,64,East
CA-2015-124653,24-12-2015,26-12-2015,DB-13120,OFF-PA-10002365,2,13,0.00,6,East
CA-2015-124653,24-12-2015,26-12-2015,DB-13120,OFF-LA-10002271,7,22,0.00,10,East
CA-2015-101910,27-11-2015,12-03-2015,CD-11920,FUR-CH-10002647,5,284,0.20,18,West
CA-2017-105809,20-02-2017,23-02-2017,HW-14935,FUR-FU-10004090,1,22,0.00,7,West
CA-2017-105809,20-02-2017,23-02-2017,HW-14935,TEC-PH-10001580,2,216,0.20,19,West
CA-2016-136133,18-08-2016,23-08-2016,HW-14935,OFF-AP-10000576,9,355,0.00,99,East
CA-2016-115504,03-12-2016,17-03-2016,MC-18130,OFF-PA-10003953,2,13,0.00,6,South
CA-2017-135783,22-04-2017,24-04-2017,GM-14440,FUR-FU-10000794,2,18,0.00,6,West
CA-2014-134313,11-01-2014,11-07-2014,RA-19915,OFF-AR-10001897,3,43,0.20,4,West
CA-2014-134313,11-01-2014,11-07-2014,RA-19915,TEC-PH-10001795,4,1984,0.20,248,West
CA-2015-140921,02-03-2015,02-05-2015,AA-10375,FUR-FU-10003347,2,28,0.00,11,Central
CA-2015-140921,02-03-2015,02-05-2015,AA-10375,TEC-AC-10004901,3,150,0.00,51,Central
CA-2014-151995,13-10-2014,15-10-2014,ZC-21910,OFF-AR-10003190,4,12,0.00,3,West
CA-2014-151995,13-10-2014,15-10-2014,ZC-21910,FUR-TA-10002903,5,1299,0.00,312,West
CA-2014-151995,13-10-2014,15-10-2014,ZC-21910,OFF-AP-10000240,4,214,0.00,62,West
CA-2014-151995,13-10-2014,15-10-2014,ZC-21910,TEC-AC-10001101,2,26,0.00,3,West
CA-2017-143686,14-05-2017,14-05-2017,PJ-19015,FUR-FU-10000794,2,18,0.00,6,West
CA-2017-143686,14-05-2017,14-05-2017,PJ-19015,TEC-AC-10001838,7,1400,0.00,602,West
CA-2015-106565,20-03-2015,23-03-2015,BW-11110,OFF-PA-10000061,8,52,0.00,25,Central
CA-2016-149370,15-09-2016,19-09-2016,DB-13210,OFF-PA-10003651,1,5,0.20,2,East
CA-2014-140858,28-06-2014,07-02-2014,CA-12775,OFF-PA-10000304,8,41,0.20,15,East
CA-2014-140858,28-06-2014,07-02-2014,CA-12775,OFF-BI-10003094,3,3,0.70,-2,East
CA-2014-140858,28-06-2014,07-02-2014,CA-12775,FUR-CH-10001394,5,1228,0.30,0,East
CA-2014-140858,28-06-2014,07-02-2014,CA-12775,OFF-BI-10004230,3,31,0.70,-23,East
CA-2014-140858,28-06-2014,07-02-2014,CA-12775,OFF-PA-10003395,4,336,0.20,117,East
CA-2017-101434,20-06-2017,27-06-2017,TR-21325,TEC-AC-10002402,3,240,0.00,72,East
CA-2017-101434,20-06-2017,27-06-2017,TR-21325,OFF-LA-10003223,2,10,0.00,5,East
US-2014-102071,05-09-2014,15-05-2014,PG-18820,TEC-AC-10003441,4,68,0.00,4,West
US-2014-102071,05-09-2014,15-05-2014,PG-18820,TEC-AC-10000109,3,168,0.00,40,West
CA-2017-126956,21-08-2017,28-08-2017,GT-14710,OFF-FA-10002280,7,35,0.00,17,Central
CA-2017-126956,21-08-2017,28-08-2017,GT-14710,OFF-SU-10000381,4,37,0.00,11,Central
CA-2017-126956,21-08-2017,28-08-2017,GT-14710,OFF-EN-10004459,2,15,0.00,7,Central
CA-2017-129462,16-06-2017,21-06-2017,JE-15745,FUR-CH-10000665,2,302,0.00,91,South
CA-2017-129462,16-06-2017,21-06-2017,JE-15745,OFF-AP-10003884,3,181,0.00,51,South
CA-2017-129462,16-06-2017,21-06-2017,JE-15745,TEC-PH-10001557,2,192,0.00,52,South
CA-2017-129462,16-06-2017,21-06-2017,JE-15745,TEC-PH-10002085,1,66,0.00,17,South
CA-2016-165316,23-07-2016,27-07-2016,JB-15400,OFF-AR-10002956,2,35,0.20,3,South
CA-2016-165316,23-07-2016,27-07-2016,JB-15400,OFF-AP-10003266,2,24,0.20,7,South
CA-2016-165316,23-07-2016,27-07-2016,JB-15400,TEC-MA-10004002,1,265,0.50,-111,South
US-2014-115987,09-08-2014,13-09-2014,LH-17020,OFF-BI-10001071,4,51,0.80,-79,Central
US-2017-156083,11-04-2017,11-11-2017,JL-15175,OFF-PA-10001560,2,10,0.20,3,South
US-2016-137547,03-07-2016,03-12-2016,EB-13705,TEC-PH-10002365,3,21,0.20,2,Central
CA-2015-100454,20-11-2015,25-11-2015,BM-11650,OFF-AR-10004648,3,60,0.00,16,East
CA-2015-100454,20-11-2015,25-11-2015,BM-11650,OFF-AR-10002578,4,12,0.00,3,East
CA-2015-100454,20-11-2015,25-11-2015,BM-11650,FUR-BO-10001519,4,186,0.20,9,East
CA-2016-161669,11-07-2016,11-09-2016,EM-14095,OFF-BI-10001294,4,37,0.20,12,West
CA-2016-161669,11-07-2016,11-09-2016,EM-14095,OFF-BI-10001636,4,27,0.20,9,West
CA-2016-161669,11-07-2016,11-09-2016,EM-14095,OFF-SU-10002503,2,11,0.00,3,West
CA-2016-161669,11-07-2016,11-09-2016,EM-14095,OFF-LA-10004093,2,15,0.00,7,West
CA-2015-114300,13-10-2015,17-10-2015,AF-10885,TEC-PH-10001552,7,84,0.00,23,South
CA-2015-114300,13-10-2015,17-10-2015,AF-10885,FUR-CH-10001891,3,288,0.00,78,South
CA-2017-107503,01-01-2017,01-06-2017,GA-14725,FUR-FU-10003878,4,49,0.20,9,East
CA-2014-107755,02-07-2014,02-12-2014,CK-12760,TEC-AC-10000710,7,115,0.00,50,East
CA-2016-152534,20-06-2016,25-06-2016,DP-13105,OFF-AR-10002335,2,5,0.00,1,West
CA-2016-152534,20-06-2016,25-06-2016,DP-13105,OFF-PA-10001870,6,39,0.00,19,West
CA-2016-113747,28-05-2016,06-04-2016,VD-21670,OFF-AR-10003373,6,186,0.00,50,South
CA-2016-123274,19-02-2016,24-02-2016,GT-14710,FUR-FU-10004090,2,44,0.00,15,East
CA-2016-123274,19-02-2016,24-02-2016,GT-14710,OFF-ST-10000736,3,243,0.00,10,East
CA-2014-125612,08-03-2014,08-08-2014,BK-11260,OFF-PA-10001019,2,40,0.00,19,East
CA-2014-125612,08-03-2014,08-08-2014,BK-11260,OFF-SU-10002537,10,102,0.00,27,East
CA-2014-125612,08-03-2014,08-08-2014,BK-11260,OFF-ST-10003221,2,21,0.00,6,East
CA-2017-161984,04-10-2017,15-04-2017,SJ-20125,OFF-PA-10004569,1,8,0.00,4,East
CA-2017-161984,04-10-2017,15-04-2017,SJ-20125,OFF-FA-10000624,2,7,0.00,4,East
CA-2014-133851,06-09-2014,16-06-2014,CM-12445,OFF-SU-10001225,2,7,0.00,0,West
CA-2014-133851,06-09-2014,16-06-2014,CM-12445,OFF-AR-10003752,2,23,0.00,11,West
CA-2016-134474,01-05-2016,01-07-2016,AJ-10795,TEC-AC-10001714,6,191,0.20,41,South
CA-2016-134474,01-05-2016,01-07-2016,AJ-10795,OFF-AR-10003958,2,5,0.20,1,South
CA-2016-134474,01-05-2016,01-07-2016,AJ-10795,TEC-PH-10002923,2,59,0.20,5,South
CA-2014-149020,01-10-2014,15-01-2014,AJ-10780,OFF-LA-10004272,1,3,0.00,1,South
CA-2014-149020,01-10-2014,15-01-2014,AJ-10780,FUR-FU-10000965,1,52,0.00,21,South
CA-2016-134362,29-09-2016,10-02-2016,LS-16945,OFF-LA-10004853,4,16,0.20,5,East
CA-2014-136742,04-06-2014,04-10-2014,GP-14740,OFF-BI-10003719,6,45,0.70,-36,East
CA-2016-158099,09-03-2016,09-05-2016,PK-18910,OFF-BI-10000545,5,1141,0.70,-761,East
CA-2016-158099,09-03-2016,09-05-2016,PK-18910,TEC-PH-10002496,3,281,0.40,-47,East
CA-2015-131128,19-10-2015,20-10-2015,TB-21520,OFF-PA-10003591,3,34,0.00,17,East
CA-2014-148488,12-10-2014,15-12-2014,SM-20005,OFF-PA-10004470,2,11,0.00,5,East
CA-2014-148488,12-10-2014,15-12-2014,SM-20005,OFF-BI-10000315,7,106,0.20,37,East
CA-2017-114636,25-08-2017,29-08-2017,GA-14725,OFF-PA-10001790,5,192,0.20,67,South
CA-2016-116736,17-01-2016,21-01-2016,CC-12430,FUR-FU-10004017,3,323,0.00,65,East
CA-2016-116736,17-01-2016,21-01-2016,CC-12430,TEC-AC-10003628,1,30,0.00,13,East
CA-2016-116736,17-01-2016,21-01-2016,CC-12430,TEC-AC-10002049,3,372,0.00,67,East
US-2014-158638,17-09-2014,21-09-2014,AG-10765,OFF-BI-10003712,4,6,0.70,-4,East
CA-2017-111689,30-11-2017,12-02-2017,HP-14815,OFF-BI-10003984,3,68,0.20,23,East
CA-2017-111689,30-11-2017,12-02-2017,HP-14815,FUR-CH-10004287,5,1243,0.10,262,East
CA-2015-129098,10-09-2015,13-10-2015,DK-13090,OFF-ST-10001321,2,31,0.00,8,South
US-2017-123463,23-12-2017,23-12-2017,GZ-14470,OFF-AR-10001118,4,13,0.00,6,West
CA-2016-165148,22-10-2016,24-10-2016,PM-19135,FUR-FU-10000732,5,31,0.00,10,Central
CA-2014-134061,29-04-2014,05-04-2014,LL-16840,FUR-FU-10001424,2,17,0.00,6,East
CA-2015-143602,25-04-2015,28-04-2015,JS-15595,OFF-BI-10002071,3,14,0.20,5,West
CA-2017-115364,26-06-2017,07-02-2017,OT-18730,OFF-ST-10002486,12,84,0.00,2,West
CA-2017-150707,14-10-2017,19-10-2017,EL-13735,OFF-BI-10001078,7,38,0.00,18,East
CA-2014-104976,12-09-2014,16-12-2014,CK-12760,OFF-PA-10003845,6,35,0.00,17,West
CA-2017-132934,20-06-2017,26-06-2017,JE-15475,TEC-AC-10000927,5,150,0.00,15,East
CA-2017-132934,20-06-2017,26-06-2017,JE-15475,OFF-BI-10001098,3,51,0.20,19,East
CA-2017-133256,26-06-2017,27-06-2017,TH-21550,OFF-PA-10001622,1,5,0.00,2,Central
CA-2017-133256,26-06-2017,27-06-2017,TH-21550,OFF-AR-10003158,4,16,0.00,5,Central
CA-2017-133256,26-06-2017,27-06-2017,TH-21550,TEC-PH-10002660,8,544,0.00,136,Central
CA-2016-105494,11-10-2016,11-12-2016,PC-18745,OFF-ST-10002205,7,156,0.00,42,West
CA-2016-105494,11-10-2016,11-12-2016,PC-18745,OFF-BI-10003364,3,70,0.20,25,West
CA-2016-140634,10-03-2016,10-06-2016,HL-15040,OFF-EN-10001099,2,16,0.20,5,Central
CA-2014-144407,09-09-2014,15-09-2014,MS-17365,OFF-LA-10003923,7,104,0.00,52,Central
